FILE_NAME,WAFER_ID,PRODUCT_ID,CTEATED_DATE,PASS,FAIL
BQ16652-01.xml,BQ16652-01,CAN44183AC,2024-09-16 09:34:09,1576,464
BQ16652-02.xml,BQ16652-02,CAN44183AC,2024-10-01 09:24:09,1974,66
BQ16652-03.xml,BQ16652-03,CAN44183AC,2024-10-01 09:24:09,1806,234
BQ16652-04.xml,BQ16652-04,CAN44183AC,2024-09-16 10:04:09,1992,48
BQ16652-06.xml,BQ16652-06,CAN44183AC,2024-09-16 10:04:10,1993,47
BQ16652-07.xml,BQ16652-07,CAN44183AC,2024-09-16 10:04:10,1980,60
BQ16652-16.xml,BQ16652-16,CAN44183AC,2024-09-16 10:04:10,1983,57
