FILE_NAME,WaferId,Flat/Notch,Good 
U5W11-14.txt, U5W1114-E1, Down,5862
U5W11-15.txt, U5W1115-G4, Down,5866
U5W11-16.txt, U5W1116-B4, Down,5859
U5W11-17.txt, U5W1117-D7, Down,5861
U5W11-18.txt, U5W1118-G2, Down,5746
U5W11-19.txt, U5W1119-B2, Down,5686
U5W11-20.txt, U5W1120-G2, Down,5747
U5W11-21.txt, U5W1121-B2, Down,5796
U5W11-22.txt, U5W1122-D5, Down,5667
,,,52090
