FILE_NAME,WAFER_ID,PRODUCT_ID,CTEATED_DATE,PASS,FAIL
BQ16652-01.txt,BQ16652-01,CAN44183AC,16/09/2024 09:34,1576,464
BQ16652-02.txt,BQ16652-02,CAN44183AC,01/10/2024 09:24,1974,66
BQ16652-03.txt,BQ16652-03,CAN44183AC,01/10/2024 09:24,1806,234
BQ16652-04.txt,BQ16652-04,CAN44183AC,16/09/2024 10:04,1992,48
BQ16652-06.txt,BQ16652-06,CAN44183AC,16/09/2024 10:04,1993,47
BQ16652-07.txt,BQ16652-07,CAN44183AC,16/09/2024 10:04,1980,60
BQ16652-16.txt,BQ16652-16,CAN44183AC,16/09/2024 10:04,1983,57
