FILE NAME,WAFER ID,GOOD QTY
NB5A17-01.txt,NB5A17-01,482808
NB5A17-03.txt,NB5A17-03,487894
NB5A17-05.txt,NB5A17-05,488298
NB5A17-07.txt,NB5A17-07,486412
NB5A17-09.txt,NB5A17-09,477463
NB5A17-11.txt,NB5A17-11,488287
NB5A17-13.txt,NB5A17-13,486958
NB8N10-24.txt,NB8N10-24,482126
,,3880246
