FILE_NAME,WAFER ID, GOODS
345875-21.txt,G345875-21B7,4938
345875-22.txt,G345875-22B2,4979
345875-23.txt,G345875-23A5,4988
345875-24.txt,G345875-24A0,4936
345875-25.txt,G345875-25G6,5012
,,24853
